year,key0,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,key11,key12,key13,key14,key15,key16,key17,key18,key19,key20,key21,key22,key23,key24,key25,key26,key27,key28,key29,key30,key31,key32,key33,key34,key35,key36,key37,key38,key39,key40,key41,key42,key43,key44,key45,key46,key47,key48,key49,key50,key51,key52,key53,key54,key55,key56,key57,key58,key59,key60,key61,key62,key63,key64,key65,key66,key67,key68,key69,key70,key71,key72,key73,key74,key75,key76,key77,key78,key79,key80,key81,key82,key83,key84,key85,key86,key87,key88,key89,key90,key91,key92,key93,key94,key95,key96,key97,key98,key99,key100,key101,key102,key103,key104,key105,key106,key107,key108,key109,key110,key111,key112,key113,key114,key115,key116,key117,key118,key119,key120,key121,key122,key123,key124,key125,key126,key127,key128,key129,key130,key131,key132,key133,key134,key135,key136,key137,key138,key139,key140,key141,key142,key143,key144,key145,key146,key147,key148,key149,key150,key151,key152,key153,key154,key155,key156,key157,key158,key159,key160,key161,key162,key163,key164,key165,key166,key167,key168,key169,key170,key171,key172,key173,key174,key175,key176,key177,key178,key179,key180,key181,key182,key183,key184,key185,key186,key187,key188,key189,key190,key191,key192,key193,key194,key195,key196,key197,key198,key199,key200,key201,key202,key203,key204,key205,key206,key207,key208,key209,key210,key211,key212,key213,key214,key215,key216,key217,key218,key219,key220,key221,key222,key223,key224,key225,key226,key227,key228,key229,key230,key231,key232,key233,key234,key235,key236,key237,key238,key239
1983,18.926666,19.439999,18.710001,19.06,20.213333,20.86,20.98,21.54,21.973333,22.199999,21.766668,20.783335,22.596666,21.223333,3.36,3.2266665,22.966665,3.5166667,22.916666,3.6633332,21.006666,20.623335,20.449999,22.563334,22.096666,3.1266668,22.236666,17.936666,23.256668,3.7866669,22.18,23.423334,-0.30333337,22.0,23.14,23.296667,21.263334,19.576668,20.49,19.346666,23.686666,22.43,21.756668,23.586664,3.1033332,24.016665,21.556665,21.926666,23.413336,22.85,19.866667,3.9233334,23.503334,29.37,22.716667,23.82,19.14,23.353333,3.0633335,2.9066665,29.483332,24.660002,23.586664,23.643333,29.246666,29.409998,29.496666,23.146667,27.026667,24.533333,18.08,29.196665,27.01,27.039999,13.666667,29.49,29.323334,23.296667,25.4,20.366667,27.016668,23.9,29.316666,26.196669,29.539999,27.75,21.843332,27.773333,27.76,1.0966667,-0.3333333,29.296667,29.15,29.12,29.269999,27.026667,24.663336,28.480001,17.836668,29.023336,27.796667,29.446665,18.93,29.529999,1.6366667,28.996666,1.5833334,29.053335,13.920001,4.0066667,14.12,29.480001,24.783333,28.49,14.296666,27.796667,27.003334,27.826668,0.98,28.346666,27.873335,16.56,28.87,28.326668,28.503334,28.293333,-0.4466667,1.4966666,29.053335,28.419998,16.06,26.183334,28.766668,26.973333,1.5633334,17.590002,16.233332,26.106667,28.866667,28.256666,20.263334,29.226667,16.613333,28.57,26.066666,16.480001,15.443334,29.460001,28.823334,16.683334,28.506666,18.743334,28.926666,29.446665,15.546666,28.65,15.356667,29.433334,28.050001,29.036667,28.410002,15.259999,28.503334,29.04,29.026665,28.230001,27.839998,28.436666,28.789999,28.303335,28.986666,28.516668,29.1,29.036667,27.803335,29.073334,28.950003,15.62,28.699999,27.62,28.923334,29.046667,29.12,28.589998,27.306665,28.15,16.736666,28.970001,14.303333,28.763334,28.433334,27.13,15.160001,28.970001,27.423332,28.653334,27.306665,28.923334,29.373335,29.006666,28.366667,28.69,28.71,29.123335,5.8333335,27.083334,28.906668,28.88,28.666666,8.31,29.01,28.943335,29.12,28.946665,28.543333,28.716667,28.843332,28.56,28.886667,9.076667,28.56,28.730001,28.836668,24.866667,7.64,16.786667,7.8933334,14.746666,8.086666,9.613333,8.393333,8.796666,9.873333,13.27,10.203334,12.099999,15.226666,16.699999,11.386666,10.45
1984,19.21,19.753334,18.966665,19.32,20.566666,21.25,21.43,22.053335,22.536667,22.85,22.336664,21.453333,23.296667,21.693335,3.9966667,3.716667,23.683334,4.24,23.636665,4.4866667,21.776667,21.17,20.823334,23.220001,22.743334,3.5233333,22.960001,18.26,24.0,4.68,22.746666,24.086668,1.0666667,22.543333,23.743332,23.993334,22.08,20.26,20.893333,19.893333,24.363333,23.186666,22.203333,24.306665,3.4366667,24.576668,22.383331,22.356667,24.019999,23.36,20.653334,4.826667,24.160002,29.506666,23.483335,24.333334,19.543333,23.883333,3.7266667,3.37,29.526667,25.1,24.24,24.33,29.526667,29.666666,29.666666,23.85,26.960001,24.946665,18.626667,29.35,26.996668,26.913332,13.276668,29.406668,29.346666,23.743334,25.726667,20.640001,27.056665,24.583334,29.176666,26.426666,29.566666,27.46,22.156668,27.563334,27.386667,1.1566666,0.43666673,29.68,29.169998,28.993332,29.023333,26.840002,25.26,28.346666,18.253332,29.093332,27.653334,29.803335,19.176666,29.796667,1.6733333,28.926666,1.6466666,29.26,13.576667,4.883333,13.733333,29.29,25.386665,28.253334,13.883334,27.32,26.753332,27.74,0.96666664,27.83,27.813334,16.323334,29.043335,27.713333,28.466665,27.58,1.0033332,1.5033334,28.769999,28.07,15.766666,26.43,28.413336,26.673332,2.753333,17.896667,15.9800005,26.25,28.49,27.456667,20.376665,28.843332,15.81,27.823334,26.136667,15.643333,14.633334,29.19,28.306665,15.933333,27.669998,18.883333,28.343332,29.066666,14.783333,27.980001,14.526668,28.933334,27.51,28.413332,27.85,14.423333,27.94,28.443335,28.4,27.713333,27.276667,27.5,28.153334,27.736666,28.343332,27.606667,28.556665,28.446665,27.253334,28.526667,28.300001,14.943334,28.033333,27.03,28.25,28.5,28.58,28.029999,26.676666,27.593332,16.083334,28.410002,13.466667,28.073334,27.410002,26.47,14.336667,28.286667,26.823334,28.093332,26.69,28.35,28.823334,28.29,27.88,28.136667,28.173332,28.61,5.92,26.36,28.193335,28.29,27.813334,8.666667,28.543335,28.483332,28.596666,28.166666,28.159998,28.210001,28.243334,27.6,28.43,9.453333,28.21,28.25,28.38,25.353333,7.863333,16.68,7.6066666,14.209999,7.7999997,9.346666,8.106667,8.506667,9.593333,12.573333,9.900001,11.226666,14.203334,15.829999,10.306666,9.253333
1985,19.296667,19.773333,19.076668,19.423334,20.546667,21.206667,21.263334,21.853333,22.306665,22.49,21.996666,19.99,22.92,21.373331,4.1200004,3.8666668,23.279999,4.3700004,23.146667,4.613333,20.19,19.84,20.516668,22.726667,21.286667,3.6666667,21.409998,18.19,23.496668,4.81,22.243334,23.486666,1.79,21.193335,23.113333,23.57,20.410002,18.866667,19.723333,18.663334,23.786667,21.566666,21.693335,23.793335,3.5733335,23.89,20.646666,21.133333,22.64,22.700003,19.12,4.99,22.706667,29.186668,21.826668,23.593332,18.486668,22.58,3.8033333,3.4800003,29.256668,24.366667,23.803335,22.823334,29.150002,29.276667,29.333334,22.159998,26.843332,24.156668,17.54,29.06,26.913332,26.76,13.509999,29.216667,29.12,22.54,25.006668,19.636665,26.986666,23.036667,29.03,25.81,29.366667,27.479998,21.08,27.58,27.38,1.4,0.96333337,29.246666,28.96,28.873331,28.973333,26.65,23.956667,28.383331,17.339998,28.913332,27.67,29.35,18.276667,29.393333,1.5499998,28.826668,1.67,28.983332,13.759999,5.08,13.973332,29.18,24.013334,28.340002,14.18,27.293335,26.519999,27.76,0.82666665,27.933334,27.836664,16.686666,28.86,27.813334,28.449999,27.683334,1.6766666,1.5433334,28.76,28.17,16.133333,26.090002,28.516668,26.39,3.0266666,17.16,16.34,25.833334,28.603333,27.576666,19.506666,28.883333,15.813333,28.026667,25.690002,15.723334,14.443334,29.15,28.506666,15.889999,27.896666,18.133333,28.550001,29.096666,14.546666,28.169998,14.356667,29.023333,27.593332,28.366669,27.903334,14.293334,28.013334,28.39,28.363333,27.803335,27.36,27.75,28.39,27.776667,28.306665,27.903334,28.516668,28.446665,27.37,28.48667,28.273333,14.663333,28.163336,27.126665,28.25,28.456667,28.543335,28.14,26.833334,27.63,16.0,28.373335,13.1033325,28.256668,27.733332,26.64,14.236667,28.206667,26.936666,28.236666,26.823334,28.326668,28.93,28.236666,27.983332,28.303331,28.343332,28.590002,5.84,26.573334,28.243332,28.306665,28.1,8.253333,28.476667,28.423332,28.643332,28.406668,28.263334,28.37,28.303335,27.913336,28.393333,9.240001,28.296667,28.38,28.390001,25.016665,7.7400002,16.513334,8.523334,14.2,8.77,10.153333,9.12,9.56,10.48,12.653333,10.833333,11.37,14.266666,15.886666,10.473334,9.41
1986,19.326666,19.769999,19.203333,19.533333,20.543333,21.226667,21.16,21.793335,22.279999,22.409998,21.856667,20.93,22.876665,21.173332,4.03,3.8100002,23.269999,4.213333,23.116667,4.3999996,21.173334,20.76,20.26,22.636667,22.166666,3.6566665,22.296667,18.386665,23.523333,4.57,22.08,23.51,0.92666674,22.08,23.066666,23.566666,21.44,19.853333,20.62,19.593334,23.876665,22.476667,21.456667,23.863335,3.5633335,23.98667,21.756668,22.026667,23.449999,22.56,20.176666,4.683333,23.5,29.526667,22.783333,23.603333,19.37,23.42,3.78,3.5133333,29.590002,24.526667,23.79,23.62,29.5,29.673332,29.710001,23.18,27.593332,24.213333,18.460001,29.36,27.596666,27.58,13.53,29.513334,29.416666,23.403334,25.199999,20.523333,27.616669,23.85,29.31,25.970001,29.68,28.153334,21.983332,28.213333,28.096666,2.3533332,0.50666666,29.643333,29.226667,29.113333,29.236666,27.536667,24.660002,28.633333,18.203333,29.143333,28.26,29.793335,19.14,29.820002,2.68,29.036667,2.6933334,29.246666,13.82,4.72,13.983334,29.463333,24.69,28.616667,14.173333,28.056665,27.460001,28.273333,2.0733333,28.550001,28.26,16.613333,29.05667,28.473333,28.64,28.39,0.8633334,2.7366667,29.0,28.613333,16.063334,26.956665,28.78,27.38,2.46,17.980001,16.27,26.849998,28.846666,28.30667,20.396667,29.159998,15.973332,28.603333,26.773333,15.93,14.5,29.433332,28.789999,15.996666,28.51,18.986666,28.846666,29.383333,14.576667,28.67,14.419999,29.316666,27.476667,28.339998,27.813334,14.363334,27.936666,28.313334,28.366669,27.699999,27.233332,28.39,28.720001,27.686666,28.36,28.449999,28.446665,28.356667,27.246666,28.443335,28.339998,14.650001,28.14,26.99,28.32,28.436666,28.449999,28.063334,26.676666,27.536667,16.053335,28.383333,13.033333,28.233332,28.316668,26.479998,14.3,28.226667,26.796667,28.17,26.676666,28.346664,29.269999,28.353334,27.886667,28.243332,28.286667,28.47,6.14,26.406668,28.313334,28.32,28.563334,8.926666,28.44,28.393333,28.506666,28.856667,28.196669,28.31,28.303335,28.443335,28.363335,10.03,28.226667,28.323334,28.353333,24.840002,8.096667,16.313334,7.6,14.133334,7.7599998,9.259999,8.043334,8.44,9.496667,12.703334,9.780001,11.543334,14.726666,16.31,10.743333,9.746666
1987,18.973335,19.446667,18.83,19.166666,20.223333,20.893333,20.913332,21.533333,22.01,22.176666,21.660002,21.16,22.623331,21.023333,4.0233335,3.756667,23.016668,4.2466664,22.916666,4.48,21.343332,21.026667,20.153334,22.483335,22.466667,3.5466664,22.543333,18.163332,23.29,4.7166667,22.003334,23.396667,1.2199999,22.413336,23.03,23.339998,21.543333,19.92,20.896666,19.686666,23.699999,22.659998,21.453333,23.613333,3.4399998,23.976667,21.769999,22.356667,23.756666,22.616667,20.186666,4.88,23.776667,29.19,22.886667,23.706667,19.473335,23.736666,3.6733334,3.3400002,29.269999,24.646667,23.6,23.836664,29.083334,29.26,29.35,23.230001,27.49,24.46,18.356668,28.983335,27.470001,27.5,13.366666,29.246666,29.106667,23.703333,25.43,20.77,27.470001,24.020002,29.049997,26.286667,29.376665,28.216667,22.29,28.226667,28.213333,1.9633335,0.16999996,29.173334,28.896667,28.846666,29.043335,27.480001,24.903334,28.456667,18.113335,28.779999,28.230001,29.336668,19.253332,29.409998,2.3,28.74,2.2966669,28.83,13.62,4.963333,13.793334,29.256668,24.94,28.526667,13.996667,28.223333,27.436666,28.216665,1.6300001,28.713333,28.176666,16.423334,28.67,28.713333,28.413336,28.696665,1.0533334,2.2666667,28.796667,28.636667,15.876667,26.676666,28.669998,27.39,2.8966665,17.890001,16.073332,26.603333,28.679998,28.683334,20.676666,29.033333,16.086668,28.87,26.556665,16.15,14.696667,29.300001,28.706665,16.08,28.856668,19.08,28.79,29.323334,14.72,28.826666,14.686666,29.363333,27.839998,28.62,28.21,14.71,28.363333,28.676666,28.576666,28.093332,27.556665,28.823334,28.743332,28.043333,28.480001,28.800001,28.826668,28.793335,27.566666,28.756666,28.456665,14.746667,28.6,27.273333,28.436666,28.699999,28.893333,28.506668,26.926666,27.85,16.09,28.593332,13.256667,28.686666,28.769999,26.693335,14.726666,28.37,27.04,28.63,26.886667,28.550001,29.416666,28.36,28.293333,28.693335,28.723333,28.973333,6.06,26.596666,28.446665,28.54,28.856667,9.503333,28.72,28.683334,29.066666,29.143333,28.633333,28.72,28.550001,28.840002,28.666666,10.373334,28.653336,28.703333,28.666666,24.973333,7.963333,17.093332,6.7533336,13.856667,6.92,8.373334,7.22,7.6433334,8.64,12.2300005,8.956666,10.933333,14.226666,15.766666,10.073333,9.103333
1988,19.58,20.153334,19.210001,19.606667,20.979998,21.663336,21.856667,22.513334,23.016668,23.25,22.703333,21.283333,23.71,22.013334,3.7766666,3.55,24.090002,3.9799998,23.966667,4.2033334,21.340002,21.26,21.096666,23.51,22.626669,3.3700001,22.586668,18.210001,24.343332,4.4366665,22.986666,24.31,1.8633333,22.683334,23.913336,24.386667,21.423334,19.980001,21.230001,19.853333,24.626669,22.586668,22.383333,24.653334,3.2766666,24.696665,21.550001,22.730001,23.946665,23.460001,20.14,4.5899997,23.856667,29.763334,22.713333,24.406668,19.733332,24.04,3.6499999,3.3766668,29.846666,25.17,24.61,23.803335,29.626669,29.723333,29.81,22.976667,27.99,24.973333,18.506666,29.64,28.006668,27.946665,14.169999,29.866667,29.753334,24.096666,25.763334,21.163332,28.023333,23.903334,29.75,26.470001,29.886667,28.693335,22.730001,28.730001,28.663336,2.19,0.35666668,29.606667,29.61,29.603333,29.783333,27.87,25.019999,29.159998,18.339998,29.516668,28.753334,29.676666,19.606667,29.776667,2.3733332,29.519999,2.4233334,29.533333,14.436667,4.6566668,14.59,29.92,24.953333,29.233332,14.740001,28.636667,27.763334,28.743332,1.5766667,29.256666,28.74,17.07,29.393333,29.199999,29.133333,29.136665,1.4466667,2.2333333,29.590002,29.29,16.526667,27.11,29.456667,27.64,2.9666665,18.176666,16.68,26.87,29.5,29.066666,21.176666,29.776667,16.01,29.473333,26.743334,15.876667,14.56,29.966667,29.526667,16.116667,29.38,19.503334,29.583334,30.006668,14.696667,29.506666,14.453334,30.016668,28.33,28.913336,28.626665,14.38,28.663332,28.906668,28.933334,28.473333,28.160002,29.263334,29.523333,28.573334,28.943335,29.383333,29.033333,28.970001,28.106667,29.033333,28.93,14.830001,28.716665,27.980001,28.909998,29.036667,29.043333,28.716667,27.67,28.480001,16.223333,28.993332,13.193334,28.763334,29.246666,27.523333,14.31,28.776667,27.840002,28.786667,27.75,28.970001,30.019999,28.92,28.583334,28.81,28.82,29.073334,5.5833335,27.416666,28.876665,28.933334,29.486666,8.543334,29.083334,29.07,29.153334,29.716667,28.800001,28.839998,28.896667,29.396667,29.043333,9.36,28.830002,28.86,29.003334,25.473333,7.486666,16.416666,7.776666,13.916667,7.9666667,9.389999,8.273334,8.673333,9.676666,12.143333,9.976666,10.670001,13.396667,15.143333,9.596666,8.43
1989,19.296667,19.826668,19.03,19.396667,20.61,21.256666,21.413336,22.003334,22.433334,22.69333,22.233332,21.146666,23.066666,21.633331,3.51,3.3066666,23.390001,3.7033331,23.403334,3.8999999,21.236666,21.123335,20.803331,23.06,22.410002,3.16,22.410002,18.213333,23.696665,4.11,22.643333,23.896667,0.7433333,22.449999,23.623335,23.64,21.366667,19.913332,21.106667,19.800001,24.113333,22.476667,22.15,23.949999,3.1000001,24.463333,21.563334,22.493334,23.626669,23.29,20.099998,4.23,23.58,28.69,22.67,24.293335,19.716667,23.69,3.1000001,2.8533332,28.706667,25.106667,23.826668,23.606667,28.76,28.903336,28.886667,23.01,26.683334,25.013334,18.506666,28.536667,26.746668,26.616667,13.643333,28.529999,28.449999,23.746666,25.840002,21.063334,26.823334,23.79,28.246668,26.626669,28.813334,27.08,22.513334,27.186666,26.976667,2.21,-0.79999995,28.993334,28.269999,28.056665,28.103333,26.523333,24.65,27.763334,18.363333,28.25,27.286667,29.106667,19.626667,29.076666,2.4666667,28.043335,2.4800003,28.5,13.919999,4.2733335,14.033334,28.44,24.67,27.716667,14.153335,26.903334,26.42,27.343332,1.7366667,27.396667,27.416666,16.416666,28.306665,27.276667,27.856667,27.146667,0.04666667,2.3566666,27.843332,27.593332,15.89,26.216667,27.700003,26.32,1.98,18.246666,16.039999,26.003334,27.67,27.023333,21.116667,27.949999,15.860001,27.32,25.883333,15.95,14.303333,28.303335,27.536667,15.84,27.160002,19.56,27.526667,28.213333,14.336666,27.436666,14.286667,28.116667,27.593332,28.583334,27.963333,14.316667,28.076666,28.646667,28.539999,27.806665,27.353333,26.99,27.403334,27.836668,28.470001,27.01,28.686666,28.730001,27.340002,28.626665,28.463333,14.363334,28.346666,27.116667,28.480001,28.57,28.756668,28.199999,26.783333,27.69,15.796666,28.513334,12.78,28.463333,26.813334,26.6,14.32,28.433334,26.94,28.333334,26.846666,28.496668,28.01,28.443335,27.980001,28.406668,28.446665,28.833334,5.17,26.513334,28.506668,28.496666,27.116669,7.7666664,28.576668,28.550001,28.903334,27.419998,28.31,28.470001,28.503334,26.973333,28.546667,8.793334,28.346666,28.486666,28.536667,24.783333,7.136667,17.063334,7.5500007,13.830001,7.763334,9.16,8.083333,8.506667,9.456666,12.156667,9.766666,10.796666,13.87,15.486667,9.860001,8.823334
1990,19.623335,20.19,19.266666,19.636665,21.019999,21.713333,21.93,22.56,23.036667,23.35,22.823334,21.193335,23.776667,22.153334,3.6133335,3.4166667,24.12,3.8233335,24.106667,4.0166664,21.316666,21.14,21.25,23.69,22.386667,3.2866669,22.416666,18.296667,24.443335,4.2000003,23.183334,24.523333,0.3666667,22.4,24.163336,24.373335,21.483332,20.076666,21.093332,19.92,24.796667,22.5,22.596666,24.699999,3.256667,24.973333,21.699999,22.416666,23.546667,23.723333,20.286667,4.3466663,23.526667,29.656668,22.713333,24.683334,19.789999,23.583334,3.2700002,3.0166664,29.700003,25.44,24.546667,23.566666,29.593332,29.69,29.726667,23.08,27.566666,25.21,18.710001,29.56,27.62,27.493332,14.463333,29.676666,29.593332,23.606667,25.980001,21.036667,27.686666,23.753334,29.573334,26.566666,29.71,28.31,22.406668,28.393333,28.226667,1.7466666,-0.7633333,29.63,29.476667,29.423332,29.529999,27.386665,24.546667,29.086668,18.536667,29.446669,28.470001,29.710001,19.69,29.746666,2.3533335,29.373335,2.24,29.496668,14.773334,4.3966665,14.886666,29.699999,24.586664,29.083334,15.0,28.166666,27.286667,28.523333,1.7800001,28.89,28.58,17.253332,29.39,28.806665,29.093332,28.713333,-0.13999999,2.29,29.339998,29.046667,16.736666,26.71,29.25,27.183334,2.1666667,18.406668,16.846666,26.513334,29.26,28.62,21.06,29.51,16.853334,29.026667,26.409998,16.746666,15.383332,29.686666,29.21,16.85,28.913332,19.616667,29.226667,29.659998,15.476666,29.123331,15.2699995,29.606667,28.133331,28.896666,28.443335,15.156667,28.5,28.876669,28.936666,28.283333,27.943335,28.786667,29.153334,28.356667,28.93,28.86,28.963333,28.840002,27.93,28.970001,28.906668,15.523334,28.64,27.743334,28.886665,28.963333,28.953333,28.563334,27.466665,28.243332,16.840002,28.913332,13.96,28.710001,28.713333,27.303335,15.066666,28.803335,27.576668,28.636665,27.480001,28.866667,29.519999,28.943335,28.39,28.666666,28.676666,28.94,5.9500003,27.26,28.88,28.836664,28.973333,8.863334,28.943335,28.88,28.92,29.153334,28.57,28.69,28.796667,28.846666,28.843332,9.98,28.583334,28.696665,28.803335,25.330002,7.956667,16.083334,8.53,13.333333,8.696667,10.19,8.97,9.366667,10.443334,11.643333,10.733334,10.306666,13.596667,15.16,9.423333,8.45
1991,19.666668,20.166668,19.396667,19.746668,20.953335,21.61,21.690002,22.28,22.730001,22.919998,22.443335,20.826666,23.33,21.83,4.2700005,4.0633335,23.686666,4.4666667,23.58,4.64,20.886667,20.83,20.993334,23.19,22.090002,3.9133337,22.066666,18.376665,23.926666,4.78,22.753334,23.983335,0.7,22.15,23.659998,23.976667,20.996666,19.653334,20.836666,19.56,24.26,22.103333,22.253332,24.223333,3.8433332,24.46,21.143333,22.213333,23.326668,23.289999,19.786667,4.9,23.266668,29.746666,22.253332,24.21,19.48,23.4,3.6866665,3.3966665,29.839998,24.986666,24.206667,23.263334,29.593332,29.753332,29.856667,22.556665,28.019999,24.81,18.283333,29.596666,28.08,27.936666,13.286667,29.863333,29.716667,23.463333,25.62,20.83,28.146667,23.406668,29.75,26.36,29.876665,28.763334,22.243334,28.843332,28.683334,1.1999999,-0.48999998,29.606667,29.556665,29.550001,29.733332,27.836668,24.376665,29.276667,18.166666,29.486666,28.909998,29.753334,19.423332,29.863333,1.8066667,29.446665,1.6700001,29.476667,13.493333,4.896667,13.676666,29.916666,24.376665,29.316666,13.889999,28.62,27.733335,28.949999,1.23,29.306665,28.96,16.543333,29.383331,29.253332,29.223333,29.173334,0.43666664,1.6633333,29.519999,29.396667,15.956668,27.159998,29.466667,27.64,1.7366667,18.073332,16.193335,26.956667,29.449999,29.086668,20.87,29.769999,16.633333,29.449999,26.856667,16.583334,15.163333,29.956665,29.456667,16.626667,29.363333,19.373335,29.51,29.980001,15.25,29.5,15.073334,29.970001,28.126665,28.866667,28.436666,15.006667,28.56,28.900002,28.866667,28.35,27.87,29.256668,29.466667,28.300001,28.85,29.320002,29.033335,28.933334,27.9,29.01,28.849998,15.296666,28.706667,27.61,28.866667,28.986666,29.073334,28.679998,27.303331,28.133333,16.656668,28.953333,13.713333,28.806665,29.196665,27.086664,14.98,28.65,27.403334,28.796667,27.263334,28.94,29.943335,28.773333,28.523336,28.856667,28.89,29.11,6.0833335,26.996666,28.896666,28.94,29.43,8.716667,29.07,29.036667,29.146667,29.616667,28.843332,28.916666,28.93,29.336668,29.029999,9.923333,28.876669,28.94,29.019999,25.383333,7.9500003,16.666666,7.5633335,13.983334,7.6966667,9.150001,7.94,8.3,9.386666,12.363334,9.663333,11.113334,14.376666,15.880001,10.303333,9.363334
1992,19.499998,20.046667,19.163332,19.519999,20.830002,21.423332,21.686666,22.169998,22.523333,22.906668,22.550001,21.146666,23.206665,22.066668,3.8133335,3.5833333,23.473333,4.0333333,23.646667,4.22,21.356667,21.0,21.346666,23.376665,22.36,3.4133332,22.470001,18.300001,23.886667,4.436667,23.08,24.199999,0.59999996,22.293335,24.003334,23.723333,21.633331,19.993334,20.866667,19.729998,24.37,22.643333,22.716667,24.113333,3.33,24.786667,21.936666,22.24,23.529999,23.783333,20.306665,4.6200004,23.58,29.13,22.946665,24.660002,19.493332,23.5,3.5600002,3.2933333,29.326666,25.340002,23.94,23.696665,28.913332,29.169998,29.346666,23.396667,27.496668,25.273333,18.43,28.89,27.51,27.46,13.343333,29.356667,29.1,23.47,25.93,20.726667,27.523333,23.973333,29.14,26.543333,29.466667,28.316666,22.156668,28.300001,28.313334,1.4833332,-0.34,28.970001,28.843332,28.833334,29.146667,27.39,24.596666,28.426666,18.14,28.686666,28.283335,29.206665,19.29,29.376669,1.8733335,28.646667,1.8299999,28.69,13.603333,4.7000003,13.743333,29.433334,24.693335,28.51,13.873334,28.33,27.31,28.256668,1.1033334,28.813334,28.21,16.193335,28.523333,28.86,28.346666,28.9,0.21000004,1.6533333,28.823334,28.716667,15.636666,26.51,28.69,27.230001,2.27,17.893333,15.826667,26.303335,28.706665,28.93,20.659998,29.223333,16.58,29.01,26.193335,16.57,15.313333,29.513334,28.76333,16.53,29.063334,19.113333,28.916666,29.580002,15.360001,28.956667,15.246667,29.64,27.866667,28.626669,28.230001,15.19,28.31,28.673334,28.613333,28.029999,27.656668,29.1,28.849998,28.116667,28.56,29.033333,28.736666,28.713333,27.636665,28.686666,28.546667,15.349999,28.56,27.416666,28.556665,28.633333,28.799997,28.386667,27.123335,27.960001,16.513334,28.550001,14.033333,28.633333,29.066666,26.933334,15.16,28.480001,27.223333,28.456667,27.090002,28.513334,29.683334,28.583334,28.143333,28.473333,28.460001,28.86,6.1433334,26.893333,28.6,28.503334,29.126669,9.476666,28.58,28.513334,28.92,29.393333,28.269999,28.44,28.493332,29.166666,28.480001,10.593333,28.253332,28.409998,28.449999,24.71,8.123333,17.140001,7.646667,13.79,7.7933335,9.316667,8.046666,8.419999,9.533334,12.003333,9.806666,10.62,13.746666,15.293334,9.716666,8.72
1993,19.006668,19.473333,18.883333,19.2,20.283333,20.993334,21.003334,21.68,22.220001,22.443335,21.863333,20.770002,22.933334,21.160002,3.323333,3.1299999,23.339998,3.5233333,23.24,3.6766665,20.943335,20.65,20.236666,22.766668,22.08,3.0200002,22.163332,18.31,23.646667,3.8533335,22.236666,23.696665,0.20333338,22.019999,23.29,23.693335,21.143333,19.553335,20.539999,19.353333,24.026667,22.29,21.63,23.976667,2.99,24.210001,21.396667,21.963333,23.39,22.836668,19.803333,4.04,23.423334,29.273333,22.536667,23.909998,19.183334,23.353333,2.95,2.72,29.353333,24.776667,23.976667,23.503334,29.19,29.29,29.346666,22.92,27.733332,24.576666,18.133333,29.199999,27.733332,27.703333,13.84,29.419998,29.286667,23.313332,25.453333,20.423332,27.74,23.723333,29.316666,26.230001,29.403334,28.366669,21.89,28.403334,28.33,1.0033333,-0.43999997,29.206665,29.17,29.14,29.326666,27.64,24.563334,28.773333,17.933332,29.096666,28.419998,29.316666,19.013334,29.363333,1.2766666,29.049997,1.2933334,29.11,14.116666,4.14,14.233333,29.486666,24.64,28.816666,14.326667,28.31,27.57,28.423334,0.45666662,28.883333,28.403334,16.51,28.983332,28.85,28.726667,28.796667,-0.11333332,1.0733334,29.116667,28.923334,15.973334,26.986666,29.036667,27.503334,1.6933333,17.733332,16.16,26.856667,29.053335,28.736666,20.346666,29.39,16.25,29.08,26.783333,16.4,15.173333,29.576666,29.066668,16.176666,29.01,18.863333,29.15,29.63,15.166667,29.106667,15.170001,29.67,27.86,28.473333,28.096666,15.176666,28.159998,28.506668,28.473333,28.016665,27.673334,28.916666,29.086668,28.016668,28.443335,29.003334,28.56,28.563334,27.703333,28.536667,28.419998,15.126667,28.196665,27.473333,28.393333,28.516665,28.623335,28.226667,27.243332,27.9,16.133333,28.453333,13.933333,28.25,28.89,27.063334,15.233333,28.306665,27.296667,28.29,27.176666,28.416666,29.683334,28.393333,28.14,28.326668,28.356667,28.676666,5.5499997,27.056665,28.373335,28.4,29.133331,8.853333,28.480001,28.446665,28.730001,29.356667,28.296667,28.38,28.393333,29.06,28.443335,9.886666,28.313334,28.39,28.446665,24.81,7.5500007,17.293333,8.496666,14.343333,8.666667,10.013333,8.936667,9.306666,10.266666,12.586666,10.536667,11.163334,14.053333,15.716666,10.196666,9.093333
